Muni_ID,Muni_Name,GI_Final_NotWeighted,GI_AHP,rank_NW,rank_AHP,rank_change,n_Culture_Sum,n_Education_Sum,n_Finance_Sum,n_Healthcare_Sum,n_JudiciaryAndEmergency_Sum,n_Residential_Sum,n_SportsAndRecreation_Sum,n_TradeAndBusiness_Sum,n_Tourism_Sum,n_TrafficAndCommunication_Sum,n_Finance_Weighted,n_Culture_Weighted,n_Education_Weighted,n_Healthcare_Weighted,n_Judiciary_Weighted,n_Residential_Weighted,n_SportsAndRecreation_Weighted,n_Tourism_Weighted,n_TradeAndBusiness_Weighted,n_TrafficAndCommunication_Weighted
11026800.0,Gorenja vas-Poljane,0.024269776551224136,0.011496136279967168,95,116,21,0.02534945097772809,0.020940972336243736,0.012055335968379446,0.0022123893805309734,0.02331002331002331,0.026632218048515406,0.055549075602937995,0.032286290071248634,0.020461899791963677,0.023900110024670088,0.010565454545455,0.006223828642835856,0.004773439040702229,0.00104019139521672,0.022961922854546957,0.009550533023128097,0.059803289756038845,0.015908073357372977,0.028646219875147684,0.015069356417708638
11026826.0,Gornja Radgona,0.0393002392764641,0.03544194039362167,62,59,3,0.025994325051421865,0.011704920376638596,0.02351778656126482,0.050887905091791134,0.13986013986013984,0.03795035403326616,0.00410842670145805,0.035552547152115054,0.03403245786549286,0.02939353007105269,0.017098181818182,0.009223374587447363,0.0026784614605310526,0.048008694493544425,0.1323752099336472,0.013418427875701109,0.0028806434079729688,0.0532281194248268,0.032662557920150014,0.025006300330796646
11026842.0,Gornji Petrovci,0.011879267366623942,0.010699444742716956,151,123,28,0.0007920590997943692,0.002006189603566415,0.0009881422924901185,0.017116907312529107,0.0,0.010162724210338401,0.0012752933174630164,0.06269268928002172,0.005833134475212845,0.01792553407482342,0.000227272727273,0.00010114410145318114,0.000496351059290837,0.017322345206254794,0.0,0.0033449852804353273,0.0007714458132098911,0.006907025986539018,0.03444791281855488,0.010926242143291869
11026869.0,Grosuplje,0.07386621589496245,0.058287150716352834,32,37,5,0.06854824195584477,0.04997989077375567,0.02351778656126482,0.06446371517278769,0.17482517482517482,0.10117583200711514,0.03605607297137951,0.10449164992040232,0.018834455268745633,0.09676933949315421,0.017098181818182,0.03696066228653974,0.011783146125366382,0.061762919237163996,0.16417499518185075,0.0457794557764974,0.03251451460567169,0.017176556891188566,0.07855928382628749,0.0873549281013367
11026885.0,Hrastnik,0.037334626297568445,0.03147383663401565,68,64,4,0.022793875677109502,0.013146076904767112,0.09479578392621871,0.046153573907115795,0.06293706293706293,0.038258414555600265,0.04309380797223,0.017358462843816303,0.005862444383156718,0.028946759868607133,0.116666060606061,0.009342478833880572,0.002949863630336364,0.04325720293514706,0.05492690179235154,0.012459062081335046,0.0409826641502521,0.004981998902929126,0.00998058291576794,0.019443005469288847
11026893.0,Idrija,0.06454583780589569,0.04990606860129488,41,42,1,0.09536484227193573,0.02962775389822188,0.030039525691699605,0.0544472450347227,0.23076923076923075,0.03161757026153973,0.03229355701901231,0.08204002032494649,0.030433613932826346,0.028825018854821267,0.022494545454545,0.06628967906952832,0.009208836003094299,0.05034211636620847,0.21042922827014673,0.011456756437493778,0.032860871706555606,0.02608790113976989,0.06929990046769118,0.016151647139601964
11026915.0,Ivančna Gorica,0.06425181382637968,0.04458934547634969,42,48,6,0.1042634160966639,0.04740887452837197,0.011462450592885375,0.027701607877352607,0.055944055944055944,0.11384686493531929,0.07538604589200788,0.05853476745963746,0.018551834980884526,0.1294182199566179,0.006532727272727,0.0609248152425876,0.013742825317908785,0.023880450340890896,0.04625423308829603,0.1284302287634893,0.0756746311349673,0.01719790243194043,0.05370216219769232,0.13024803030844442
11026931.0,Juršinci,0.023256643672676228,0.030794503597915256,98,66,32,0.014006323193701022,0.045002219237980645,0.0009881422924901185,0.011061946902654867,0.09090909090909091,0.01486262286165571,0.01143246636046679,0.02215510018116074,0.003433170963285778,0.018715353824275693,0.000227272727273,0.008787041337699978,0.07798999941426996,0.01111404498427711,0.07805401833649954,0.005083772399604665,0.006984439592633955,0.003440551074686823,0.029645622750109072,0.01916584806984936
11026958.0,Kobarid,0.04015899694467191,0.01866124168901817,61,88,27,0.0982689695129184,0.010084808742634763,0.014031620553359683,0.0022123893805309734,0.03496503496503496,0.016427245848869274,0.06483408714597616,0.03523334899501396,0.10567973422968292,0.019852730072698048,0.01102,0.07679664381992395,0.00237335802158229,0.00104019139521672,0.031799785248203524,0.013677906002378427,0.06426242458439056,0.09408223040426036,0.03271344634458295,0.011445776863686337
11026966.0,Kočevje,0.06909675495085929,0.06405279840431678,38,34,4,0.06113080459623903,0.04104654611107361,0.0922266139657444,0.05603039922773466,0.1678321678321678,0.03842279204153819,0.08006696810974125,0.033676583714613635,0.01985284171152361,0.10068183219821675,0.112178787878788,0.049862757296257824,0.026371858185391697,0.05417423862154782,0.15550232647779522,0.01326799271461474,0.07424063188249719,0.015932254437524024,0.03322245022696128,0.11181630490903724
